Results:,11.0,11.0
,9.0,9.0
,2.0,2.0
,11.0,11.0
,9.0,9.0
,2.0,2.0
,11.0,11.0
,9.0,9.0
,2.0,2.0
Runtimes:,5.2818353,48.1096786
Speedup:,9.10851548135172,9.10851548135172
